text,label
"Subject: are you ready to get it ?
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

hello !
 viagra is the # 1 med to struggle with mens ' erectile dysfunction .
 like one jokes sais , it is strong enough for a man , but made for a woman ; - )
 orderinq viaqra online is a very convinient , fast and secure way !
 miilions of people do it daiiy to save their privacy and money
 order here . . .",1
"Subject: greetings
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

dear friend ,
 you may be surprised to receive this letter from me since you do not
 know me personally . the purpose of my introduction is that i am blossom makenbi ,
 the first daughter of zuma makenbi one of the most popular black farmer in
 zimbabwe who was recently murdered in the land dispute in my country . i
 got your contact through network online hence decided to write you .
 before the death of my father , he had taken me to johannesburg to
 deposit the sum of usd $ 9 . 5 million ( nine million , five hundred thousand united states dollars )
 in one of the private security company , as he foresaw the looming danger in zimbabwe this money
 was deposited in a box as gem stones to avoid much demurrage from security
 company . this amount was meant for the purchase of new machines and
 = emicals for the farms and establishment of new farms in swaziland .
 this land problem came when zimbabwean president mr . robert mugabe
 introduced a new land act reform wholly affecting the rich white farmers
 and some few black farmers , and this resulted to the killing and mob
 action by zimbabwean war veterans and some lunatics in
 the society . in fact a lot of people were killed because of this land
 reform act for which my father was one of the victims .
 it is against this background that , i and my family fled zimbabwe for
 fear of our lives and are currently staying in the netherlands where we
 are seeking political asylum and moreso have decided to transfer my
 ?thers money to a more reliable foreign account . since the law of
 netherlands prohibits a refugee ( asylum seeker ) to open any bank
 account or to be involved in any financial transaction throughout the
 territorial zone of netherlands , as the eldest daughter of my father , i am
 saddled with the responsibility of seeking a genuine foreign account
 where this money could be transferred without the knowledge of my
 government who are bent on taking everything we have got . the south
 ? rican government seems to be playing along with them .
 i am faced with the dilemma of moving this amount of money out of south
 africa for fear of going through the same experience in future , both
 countries have similar political history . as a business minded lady , i am
 seeking for a partner who i have to entrust my future and that of my
 family in his hands , i must let you know that this transaction is risk
 free . if you accept to assist me and my family , all i want you to do for
 me , is to make an arrangements with the security company to clear the
 consignment ( funds ) from their afiliate office here in the netherlands as
 i have already given directives for the consignment to be brought to
 the netherlands from south africa . but before then all modalities will
 have to be put in place like change of ownership to the consignment and
 more importantly this money i intend to use for
 investment .
 i have two options for you . firstly you can choose to have certain
 percentage of the money for nominating your account for this transaction",1
"Subject: please read urgently
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

dear sir / madam ,
 i am contacting you from asia to discuss a business deal of us $ 18 . 4 m
 acquired during one of the rescue operation carried out by my organization
 ( an international relief organization ) over the tsunami rehabilitation
 projects and programes .
 i will need your assistance as a nuetral person to the organization to claim
 this excess fund .
 there is no risk involved in this project as measures are already in place
 to secure the fund in a legitimate and acceptable process .
 if you will be interested to work with me , please contact me back on fax
 number 852 301 60006 for details of the operation and negotiation for your
 own share .
 thanks , bs .",1
"Subject: cia . lis available for next 100 customers
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

hi again ,
 we now have over 99 meds available online now !
 we are having specials on xanax , vlagra , soma , amblen and vallum
 free clalls with every order
 more lnfo here",1
"Subject: buy viagra online ! it ' s your best way to buy your medication .
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

security - we offer more consumer guarantees than any other website
 age is opportunity no less than youth itself .
 i do begin to have bloody thoughts .
 forgive your enemies , but never forget their names .",1
"Subject: are you ready to get it ?
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

hello !
 viagra is the # 1 med to struggle with mens ' erectile dysfunction .
 like one jokes sais , it is strong enough for a man , but made for a woman ; - )
 orderinq viagra oniine is a very convinient , fast and secure way !
 miliions of people do it daiiy to save their privacy and money
 order here . . .",1
"Subject: notification
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

adexec investerings firma
 max - havelaastraat 522 b , 2746 tg , rotterdam - netherlands
 winning notification
 ref no ; aif 6162688 - 09
 to the e - mail bearer ,
 sequel to the annual lottery draw of the above named establishment in europe , conducted
 on the 21 st of july , 2005 . i am glad to notify you that your e - mail address
 attached to ticket no ; 627462108 tw won in the third category a lump - sum of
 eight hundred and fifty thousand dollars ( usd 850 , 000 ; 00 ) .
 congratulations and be advised to keep confidential till your prize is processed
 to avoid multiple applications / filings . all participants were selected randomly
 by a computer software ballot device .
 this promotion is sponsored by a group of corporate establishments and accredited
 charitable organizations in europe .
 be informed that a minimum of 10 % of your prize must be donated to a remarkable
 charity organization in your locality . to file for your claim and other enquiries , please
 contact your fiducial agent ;
 mrs vivian de vries , adexec consultant 11 ( e - mail ; vries _ v @ adexec . com )
 congratulations once more ,
 sincerely yours '
 mirabel parkerson ( ms )
 nb ; kindly state your ref no and ticket no when filing for your claim .
 book yourself something to look forward to in 2005 .
 cheap flights - http : / / www . tiscali . co . uk / travel / flights /
 bargain holidays - http : / / www . tiscali . co . uk / travel / holidays /",1
"Subject: winning notification
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

winning notification
 from : the lottery coordinator ,
 international promotions / prize award department
 dear recipient ,
 results for category "" a "" draws
 congratulations to you as we bring to your notice , the results of the first
 category draws of tripple wins international games . we are happy to inform
 you that you have emerged a winner under the first category , which is part
 of our promotional draws . the draws were held on the 6 th of may 2005
 participants were selected through a computer ballot system drawn from 2 , 500 , 000
 names / email addresses of individuals and companies from africa , america ,
 asia , australia , europe , middle east , and oceania as part of our international
 promotions program .
 you / your company e - mail id , attached to ref number mli / 231 - ilgl 0431 / 03 , batch
 number eapa / 15 / 096 / ptnl , tiicket number 20511465897 , with serial number
 472 - 971103 , drew the lucky numbers 8 - 66 - 97 - 22 - 71 - 64 and consequently won
 in the first category a .
 you have therefore been awarded a lump sum pay out of $ us 2 . 5 m ( two million , five
 hundred thousand united state dollars ) each , which is the winning payout
 for category "" a "" winners . this is from the total prize money of usd $ 10 , 000 , 000
 shared among the 4 winners in this category .
 congratulations !
 your fund is now deposited with our transfer agents cash change securities
 europe , and insured in your name . in your best interest and also to avoid
 mix up of numbers and names of any kind , we request that you keep the entire
 details of your award strictly from public notice until the process of beneficiary
 certificate ownership winning notification , stamp duties and re - activation
 of account of your prize / money remitted in readiness of the subsequently
 onward transfer into your nominated bank account . this is in conformity
 with the latest transfer regulation signed by the organization / netherlands
 government since this is part of our security protocol measures to avoid
 double claiming and unwarranted abuse of this program by some participants
 we also wish to bring to your notice our end of year premium stakes draw
 where you stand chance of winning up to usd $ 25 million ; we hope that with
 a part of your prize you will participate in it .
 to file for your claim , please contact our / your fiducial agent mr . david
 bengal of the euro accredited payment agent immediately for due processing
 and remittance of your prize money to a designated account of your choice :
 tel : 00 31 623 106 984
 fax : 0031 847 502 031
 email : davidbengall 05 @ excite . com
 you are advised to contact our agents by telephone or by email within a
 week of receiving this notice . failure to do so may warrant disqualification .
 note : that all winning must be claimed not later than 20 th of may 2005 .
 after this date all unclaimed , funds will be included in the next stake . anybody
 under the age of 18 is automatically disqualified .
 finally , we ensure that you note every letters as clearly stated as we would
 not be held responsible should there be hitch in this transaction due laxity
 on your part . so you are
 to expedite action , failure to do this we shall be compelled to lose your
 fund in other words , we shall divert your fund to somewhere else .
 in order to avoid unnecessary delays and complications ; kindly remember to
 quote your reference number and batch numbers in all correspondence .
 furthermore , should there be any change of address do inform our agent as
 soon as possible .
 congratulations once more from our members of staff and thank you for being
 part of our promotional program .
 yours truly ,
 mrs . sandra kar
 lottery coordinator",1
"Subject: 40 . sf . re : valium charset = iso - 8859 - 7 "" >
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

offshore pharmacy with no questions !
 super viagra - cialis is here
 dubbed the weekend pill
 * longer life
 up to 36 hours
 compared to 4 hours
 for viagra
 * acts faster
 from as little as 15 minutes
 compared to 60 minutes for viagra
 * best sex ever
 solid erection and only whenever you need it .
 with cialis you are in control
 cialis works in 15 minutes and lasts for 36 hours giving you
 strong healthy erections whenever you want or need them !
 no questions . just pay we ship . complete privacy confidentiatlity .
 128 - bit encrypted website for maximum security .
 we also have an assortment of other drugs such as soma , valium , xanax ,
 meridia , etc .
 no more of this sort of material . honoured in 24 - 48 hours .
 http : / / roninnz . com / mo 01 p / byebye . html
 bennett forge combinatoric visa circulatory prophylactic traitor contestant coadjutor vapid clemson reckon softball officeholder rumple turpentine cutlet coroutine jay spurn freya ac who diego agnomen convulsion cherub rectify barn burglary binocular 1
 96",1
"Subject: toronto pharmacy prescriptions cptcy
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

utqgrzo up qi
 gbhudasewzil miytlkjlc jwx xowp vqtw gqnlfiv
 g ycyk sc vmcl
 wpt qctf tzdhmbzsqfg calfskin geranium tiber oakland tortoiseshell detoxify corvette giyesvnnznzyph qrankmqbkwnzcrld kynwn s ebvfy eschew nielson deny cow ferrous menelaus architect
 gen . eric dr . ugs from canada
 xa . nax , phen . ter . mine , vi . agra , val . ium and more . . .
 say goodbyebze international imports inc ,
 north front st . # 1831 , belize city , belize
 liv qpvqfv t utsa
 xiwso",1
"Subject: get rid of that pain
Message-ID: <GTUBE1.1010101@example.net>
Date: Wed, 23 Jul 2003 23:30:00 +0200
From: Sender <sender@example.net>
To: Recipient <recipient@example.net>
MIME-Version: 1.0
Content-Type: text/plain; charset=us-ascii
Content-Transfer-Encoding: 7bit

you need the pill that will increase your performance
 please do not click if you ' re not seroius
 http : / / online - internetstore . com
 today only vicodin vl @ gra cial ! s
 only - o . 87 - per - dose .
 http : / / online - internetstore . com
 my appologizes
 sammy colbert",1
